Row Range,File Name,File Path,Whitespace Ratio,Statement Words,Tabs,Underscores,Empty Lines,Mean Line Length,Mean Comment Length,1,2,3,4,5,Written
0-29,ILog.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\ILog.java,0.15613382899628253,0.0037174721189591076,0.04275092936802974,0.0,0.00929368029739777,0.031536555142503093,0.18277571251548946,0.0,0.0,0.0,0.0,0.0,1
30-59,ILog.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\ILog.java,0.17231638418079095,0.0,0.04519774011299435,0.0,0.005649717514124294,0.04731638418079096,0.2895480225988701,0.0,0.0,0.0,0.0,0.0,1
0-29,IMediainfoDAO.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IMediainfoDAO.java,0.11560693641618497,0.0,0.04046242774566474,0.0,0.011560693641618497,0.03147077713551702,0.1599229287090559,0.0,0.0,0.0,0.0,0.0,1
30-59,IMediainfoDAO.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IMediainfoDAO.java,0.12318840579710146,0.0,0.028985507246376812,0.0,0.0,0.16062801932367152,0.0,0.0,0.0,0.0,0.0,0.0,1
0-29,IMQFactory.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IMQFactory.java,0.13788819875776398,0.007453416149068323,0.02981366459627329,0.0,0.004968944099378882,0.032132505175983435,0.22111801242236026,0.0,0.0,0.0,0.0,0.0,1
30-59,IMQFactory.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IMQFactory.java,0.11920529801324503,0.006622516556291391,0.039735099337748346,0.0,0.0,0.10522442972774099,0.6556291390728477,0.0,0.0,0.0,0.0,0.0,1
0-29,IMQListener.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IMQListener.java,0.11551724137931034,0.0,0.034482758620689655,0.0,0.010344827586206896,0.03166666666666667,0.15114942528735634,0.0,0.0,0.0,0.0,0.0,1
30-59,IMQListener.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IMQListener.java,0.125,0.0,0.05,0.0,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,1
0-29,IMQSender.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IMQSender.java,0.13145539906103287,0.00782472613458529,0.03286384976525822,0.0,0.00782472613458529,0.03182055294731351,0.19300991131977047,0.0,0.0,0.0,0.0,0.0,1
30-59,IMQSender.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IMQSender.java,0.15372168284789645,0.006472491909385114,0.042071197411003236,0.0,0.0048543689320388345,0.031769147788565266,0.18851132686084143,0.0,0.0,0.0,0.0,0.0,1
