Row Range,File Name,File Path,Whitespace Ratio,Statement Words,Tabs,Underscores,Empty Lines,Mean Line Length,Mean Comment Length,1,2,3,4,5,Written
0-69,ILog.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\ILog.java,0.1623740201567749,0.0022396416573348264,0.043673012318029114,0.0,0.007838745800671893,0.018902575587905934,0.11814109742441209,0.0,0.0,0.0,0.0,0.0,1
0-69,IMediainfoDAO.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IMediainfoDAO.java,0.11702127659574468,0.0,0.037993920972644375,0.0,0.00911854103343465,0.02630023640661939,0.15235562310030396,0.0,0.0,0.0,0.0,0.0,1
0-69,IMQFactory.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IMQFactory.java,0.13479623824451412,0.0073145245559038665,0.03134796238244514,0.0,0.00522466039707419,0.02462288669185221,0.16536050156739812,0.0,0.0,0.0,0.0,0.0,1
0-69,IMQListener.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IMQListener.java,0.11649016641452345,0.0,0.036308623298033284,0.0,0.009077155824508321,0.026306942343250966,0.13350983358547655,0.0,0.0,0.0,0.0,0.0,1
0-69,IMQSender.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IMQSender.java,0.1414068165337201,0.007251631617113851,0.03843364757070341,0.0,0.007251631617113851,0.013991383355372606,0.08321247280638143,0.0,0.0,0.0,0.0,0.0,1
0-69,InnerWorkerPool.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\InnerWorkerPool.java,0.06441717791411043,0.0,0.015337423312883436,0.003067484662576687,0.007668711656441718,0.051178559896674206,0.0,0.0,0.0,0.0,0.0,0.0,1
0-69,ITaskDAO.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\ITaskDAO.java,0.13227953410981697,0.0,0.03577371048252912,0.0,0.0024958402662229617,0.013465652483955313,0.09436653197052532,0.0,0.0,0.0,0.0,0.0,1
70-139,ITaskDAO.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\ITaskDAO.java,0.05555555555555555,0.0,0.037037037037037035,0.0,0.0,0.2361111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1
0-69,IWorker.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IWorker.java,0.12414837244511734,0.001514004542013626,0.033308099924299776,0.0,0.003028009084027252,0.013539526332864713,0.0903671461014383,0.0,0.0,0.0,0.0,0.0,1
70-139,IWorker.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IWorker.java,0.125,0.0,0.07692307692307693,0.0,0.0,0.09134615384615384,0.5673076923076923,0.0,0.0,0.0,0.0,0.0,1
