Encoding Dim,AUC,F-1,Accuracy,Precision
5,0.7900617918401248,0.25061425061425063,0.8142509135200975,0.49038461538461536
11,0.8077748775624389,0.2761904761904762,0.8148599269183922,0.49572649572649574
16,0.8126403379695698,0.3002309468822171,0.8154689403166869,0.5
22,0.820596622769073,0.30697674418604654,0.8185140073081608,0.5196850393700787
28,0.8118959767522682,0.2949308755760368,0.8136419001218027,0.48854961832061067
33,0.8184066726314154,0.30626450116009285,0.817904993909866,0.515625
39,0.8163584468977143,0.30275229357798167,0.8148599269183922,0.49624060150375937
44,0.8169043939494771,0.28703703703703703,0.8124238733252132,0.4806201550387597
50,0.8152529965468542,0.2937062937062937,0.8154689403166869,0.5
56,0.8169684780277878,0.3038548752834467,0.8130328867235079,0.4855072463768116
