Encoding Dim,AUC,F-1,Accuracy,Precision
5,0.7621928166351607,0.2598870056497175,0.7626811594202898,0.3709677419354839
11,0.7693363844393593,0.2738095238095238,0.7789855072463768,0.4339622641509434
16,0.7809571186946571,0.2807017543859649,0.7771739130434783,0.42857142857142855
22,0.7898816038205154,0.2857142857142857,0.782608695652174,0.4528301886792453
28,0.8011640632772858,0.2790697674418604,0.7753623188405797,0.42105263157894735
33,0.7926872947965375,0.3076923076923077,0.7880434782608695,0.48148148148148145
39,0.7958213113123073,0.3218390804597701,0.7862318840579711,0.4745762711864407
44,0.8117699731370014,0.3103448275862069,0.782608695652174,0.4576271186440678
50,0.8147845985474083,0.3218390804597701,0.7862318840579711,0.4745762711864407
56,0.8104765694955727,0.29069767441860467,0.7789855072463768,0.43859649122807015
