Encoding Dim,AUC,F-1,Accuracy,Precision
5,0.7300425129900804,0.22857142857142856,0.7768595041322314,0.375
11,0.7659659896079357,0.2949308755760368,0.7892561983471075,0.4507042253521127
16,0.7685403873405763,0.2654028436018957,0.7865013774104683,0.4307692307692308
22,0.7805857345299954,0.2648401826484018,0.778236914600551,0.3972602739726027
28,0.7782061880018895,0.2995594713656388,0.78099173553719,0.41975308641975306
33,0.7796410014170997,0.2545454545454546,0.7741046831955923,0.3783783783783784
39,0.7884388285309402,0.2568807339449541,0.7768595041322314,0.3888888888888889
44,0.7871988663202645,0.27555555555555555,0.7754820936639119,0.3924050632911392
50,0.7734707132735001,0.26851851851851855,0.7823691460055097,0.4142857142857143
56,0.7898382144544167,0.2995594713656388,0.78099173553719,0.41975308641975306
