Encoding Dim,AUC,F-1,Accuracy,Precision
5,0.76044572898742,0.24581005586592175,0.7829581993569131,0.36666666666666664
11,0.781145062398717,0.23333333333333336,0.7781350482315113,0.3442622950819672
16,0.7914446096530063,0.2937853107344633,0.7990353697749196,0.4482758620689655
22,0.7970579882052224,0.24444444444444446,0.7813504823151125,0.36065573770491804
28,0.8030806756102044,0.18604651162790695,0.77491961414791,0.3018867924528302
33,0.8100055131396495,0.22222222222222224,0.77491961414791,0.32786885245901637
39,0.8116427485507125,0.21714285714285714,0.7797427652733119,0.3392857142857143
44,0.8096212640125633,0.23728813559322037,0.7829581993569131,0.3620689655172414
50,0.8064887983026212,0.2346368715083799,0.7797427652733119,0.35
56,0.8168718779758425,0.2430939226519337,0.7797427652733119,0.3548387096774194
