Encoding Dim,AUC,F-1,Accuracy,Precision
5,0.7945853563400088,0.33206590621039284,0.8346925972396487,0.5598290598290598
11,0.8196035762309976,0.3727598566308244,0.8353199498117942,0.5531914893617021
16,0.8329388256467635,0.3891509433962265,0.8375156838143036,0.5631399317406144
22,0.8372099786835829,0.40697674418604646,0.8400250941028858,0.5737704918032787
28,0.8433633405528581,0.41972477064220187,0.8412797992471769,0.5772870662460567
33,0.8404040196672175,0.4253393665158371,0.8406524466750314,0.5714285714285714
39,0.846223093583519,0.41628959276018096,0.8381430363864492,0.5592705167173252
44,0.8453632515918882,0.4189189189189189,0.8381430363864492,0.5585585585585585
50,0.8439778555616003,0.4212910532276331,0.839711417816813,0.5670731707317073
56,0.8441393539380627,0.42390078917700114,0.839711417816813,0.5662650602409639
