Encoding Dim,AUC,F-1,Accuracy,Precision
5,0.7453484549638396,0.2787878787878788,0.810207336523126,0.5111111111111111
11,0.8033694937541092,0.25477707006369427,0.8133971291866029,0.5405405405405406
16,0.8293474687705457,0.30409356725146197,0.810207336523126,0.5098039215686274
22,0.818318540433925,0.2937853107344633,0.8006379585326954,0.45614035087719296
28,0.8470414201183432,0.31213872832369943,0.810207336523126,0.5094339622641509
33,0.8340976331360946,0.3369565217391305,0.8054226475279107,0.484375
39,0.825024654832347,0.30409356725146197,0.810207336523126,0.5098039215686274
44,0.8367192636423406,0.36363636363636365,0.8213716108452951,0.5714285714285714
50,0.8494000657462195,0.38888888888888895,0.8245614035087719,0.5833333333333334
56,0.8458251150558843,0.37037037037037035,0.810207336523126,0.5072463768115942
