Encoding Dim,AUC,F-1,Accuracy,Precision
5,0.7376150554024741,0.29652996845425866,0.8050699300699301,0.49473684210526314
11,0.7638042055070254,0.2922077922077922,0.8094405594405595,0.5232558139534884
16,0.8140279650583339,0.3720930232558139,0.8111888111888111,0.5245901639344263
22,0.80982880928651,0.3375,0.8146853146853147,0.5510204081632653
28,0.8292147896269371,0.41260744985673353,0.8208041958041958,0.5669291338582677
33,0.8235377459889391,0.3954154727793696,0.8155594405594405,0.5433070866141733
39,0.8296398350628286,0.39887640449438205,0.8129370629370629,0.5298507462686567
44,0.8277735436086845,0.43820224719101125,0.8251748251748252,0.582089552238806
50,0.8406836880264212,0.44751381215469616,0.8251748251748252,0.5785714285714286
56,0.8383166246506811,0.43888888888888883,0.8234265734265734,0.572463768115942
