Encoding Dim,AUC,F-1,Accuracy,Precision
5,0.7228129485532976,0.21686746987951805,0.7661870503597122,0.4090909090909091
11,0.7649675152980283,0.24050632911392406,0.7841726618705036,0.5277777777777778
16,0.8232511143008234,0.42268041237113396,0.7985611510791367,0.5694444444444444
22,0.8064610561305432,0.3387978142076502,0.7823741007194245,0.5081967213114754
28,0.8340730528065271,0.3218390804597701,0.7877697841726619,0.5384615384615384
33,0.8159798292664501,0.39572192513368987,0.7967625899280576,0.5692307692307692
39,0.8244126312608597,0.3846153846153846,0.7985611510791367,0.5833333333333334
44,0.8322127370250056,0.39548022598870053,0.8075539568345323,0.6363636363636364
50,0.8467364206391176,0.4222222222222222,0.8129496402877698,0.6551724137931034
56,0.8577755533731208,0.42622950819672134,0.8111510791366906,0.639344262295082
