Encoding Dim,AUC,F-1,Accuracy,Precision
5,0.7372061631167591,0.27951807228915665,0.8193353474320242,0.48739495798319327
11,0.7825296322812879,0.3393665158371041,0.8235649546827795,0.5136986301369864
16,0.8112881093013543,0.3540229885057471,0.8302114803625378,0.5539568345323741
22,0.8249507785931628,0.38864628820960695,0.8308157099697885,0.5493827160493827
28,0.8110792912117415,0.3248259860788863,0.8241691842900302,0.5185185185185185
33,0.8261651552214466,0.37610619469026546,0.829607250755287,0.5448717948717948
39,0.8251782411550624,0.3697104677060134,0.8290030211480363,0.5424836601307189
44,0.8354152994053657,0.37086092715231783,0.8277945619335347,0.535031847133758
50,0.8343786667462164,0.3817787418655098,0.8277945619335347,0.5333333333333333
56,0.8367527295507429,0.4043010752688172,0.8326283987915408,0.5562130177514792
