Encoding Dim,AUC,F-1,Accuracy,Precision
132,0.6139148904971583,0.054313099041533544,0.812835915270313,0.2
265,0.6380456284164562,0.054140127388535034,0.8122036041732532,0.19540229885057472
398,0.6418309597025595,0.054140127388535034,0.8122036041732532,0.19540229885057472
531,0.6473156188711753,0.057052297939778125,0.8118874486247234,0.2
664,0.6405098477125869,0.05714285714285714,0.8122036041732532,0.20224719101123595
796,0.6399441100541277,0.05696202531645569,0.8115712930761935,0.1978021978021978
929,0.639957504465979,0.05696202531645569,0.8115712930761935,0.1978021978021978
1062,0.6452243281997487,0.057052297939778125,0.8118874486247234,0.2
1195,0.6495983086382677,0.057052297939778125,0.8118874486247234,0.2
13281,0.6521273850865208,0.059190031152647975,0.8090420486879545,0.18811881188118812
