Encoding Dim,AUC,F-1,Accuracy,Precision
132,0.6139148904971583,0.054313099041533544,0.812835915270313,0.2
265,0.6380456284164562,0.054140127388535034,0.8122036041732532,0.19540229885057472
398,0.6418309597025595,0.054140127388535034,0.8122036041732532,0.19540229885057472
531,0.6473156188711753,0.057052297939778125,0.8118874486247234,0.2
664,0.6405098477125869,0.05714285714285714,0.8122036041732532,0.20224719101123595
796,0.6399441100541277,0.05696202531645569,0.8115712930761935,0.1978021978021978
929,0.639957504465979,0.05696202531645569,0.8115712930761935,0.1978021978021978
1062,0.6452243281997487,0.057052297939778125,0.8118874486247234,0.2
1195,0.6495983086382677,0.057052297939778125,0.8118874486247234,0.2
13281,0.6521273850865208,0.059190031152647975,0.8090420486879545,0.18811881188118812
134,0.6795204539124562,0.0830860534124629,0.8118148599269184,0.4117647058823529
268,0.7014470677837015,0.08284023668639053,0.8112058465286236,0.4
402,0.7054917590340064,0.08284023668639053,0.8112058465286236,0.4
536,0.72398371278502,0.08235294117647057,0.8099878197320342,0.3783783783783784
670,0.722584954537276,0.08849557522123895,0.8118148599269184,0.4166666666666667
804,0.7356026491372066,0.08284023668639053,0.8112058465286236,0.4
938,0.7369940130682224,0.08284023668639053,0.8112058465286236,0.4
1072,0.7306915904435849,0.10495626822157433,0.8130328867235079,0.45
1206,0.7369829215931302,0.08235294117647057,0.8099878197320342,0.3783783783783784
13406,0.7683742608764237,0.11830985915492959,0.8093788063337394,0.40384615384615385
