Encoding Dim,AUC,F-1,Accuracy,Precision
1343,0.5758325460557393,0.047619047619047616,0.7796143250688705,0.18181818181818182
2687,0.5935403873405763,0.023668639053254437,0.7727272727272727,0.08695652173913043
4030,0.602332309872461,0.012121212121212121,0.7754820936639119,0.05263157894736842
5374,0.6273382144544167,0.011976047904191617,0.7727272727272727,0.047619047619047616
6718,0.6245276334435521,0.0,0.7699724517906336,0.0
8061,0.6373582900330655,0.011976047904191617,0.7727272727272727,0.047619047619047616
9405,0.6140529050543222,0.011976047904191617,0.7727272727272727,0.047619047619047616
10748,0.6405703826169107,0.0,0.7768595041322314,0.0
12092,0.6371043930089749,0.012048192771084336,0.7741046831955923,0.05
13436,0.6375354274917335,0.012121212121212121,0.7754820936639119,0.05263157894736842
