Encoding Dim,AUC,F-1,Accuracy,Precision
1344,0.6480923162386689,0.0588235294117647,0.8028169014084507,0.30434782608695654
2688,0.6471327929702295,0.06639004149377593,0.8019366197183099,0.3076923076923077
4032,0.6576572481882685,0.050847457627118633,0.8028169014084507,0.2857142857142857
5376,0.6649673004570361,0.049999999999999996,0.7992957746478874,0.24
6720,0.6595990202762417,0.05042016806722689,0.801056338028169,0.2608695652173913
8064,0.6697775421053961,0.050209205020920494,0.8001760563380281,0.25
9408,0.6782516476024543,0.049999999999999996,0.7992957746478874,0.24
10752,0.6784082013988839,0.049999999999999996,0.7992957746478874,0.24
12096,0.6705072848016563,0.050632911392405056,0.8019366197183099,0.2727272727272727
13440,0.6763275509431105,0.050632911392405056,0.8019366197183099,0.2727272727272727
1346,0.6202376418615279,0.02777777777777778,0.7616345062429057,0.11538461538461539
2693,0.6301355777286923,0.045454545454545456,0.7616345062429057,0.16666666666666666
4040,0.6438913854825197,0.03686635944700461,0.7627695800227015,0.14814814814814814
5387,0.6323025363698682,0.018957345971563982,0.7650397275822929,0.09523809523809523
6734,0.6392566075100923,0.018867924528301886,0.7639046538024972,0.09090909090909091
8080,0.653991164597456,0.028037383177570097,0.7639046538024972,0.125
9427,0.653119049432554,0.018779342723004692,0.7627695800227015,0.08695652173913043
10774,0.658926803259959,0.019138755980861243,0.7673098751418842,0.10526315789473684
12121,0.6627046995201462,0.019047619047619046,0.7661748013620885,0.1
13468,0.6781095285246401,0.018867924528301886,0.7639046538024972,0.09090909090909091
