Row Range,File Name,File Path,Whitespace Ratio,Statement Words,Tabs,Underscores,Empty Lines,Mean Line Length,Mean Comment Length,1,2,3,4,5,Written
0-19,ILog.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\ILog.java,0.14655172413793102,0.005747126436781609,0.040229885057471264,0.0,0.011494252873563218,0.04727011494252873,0.3175287356321839,0.0,0.0,0.0,0.0,0.0,1
20-39,ILog.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\ILog.java,0.17119565217391305,0.0,0.04891304347826087,0.0,0.005434782608695652,0.04741847826086956,0.2798913043478261,0.0,0.0,0.0,0.0,0.0,1
40-59,ILog.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\ILog.java,0.17714285714285713,0.0,0.04,0.0,0.0,0.09485714285714286,0.7542857142857143,0.0,0.0,0.0,0.0,0.0,1
0-19,IMediainfoDAO.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IMediainfoDAO.java,0.10344827586206896,0.0,0.034482758620689655,0.0,0.011494252873563218,0.04727011494252873,0.2413793103448276,0.0,0.0,0.0,0.0,0.0,1
20-39,IMediainfoDAO.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IMediainfoDAO.java,0.13268608414239483,0.0,0.042071197411003236,0.0,0.003236245954692557,0.05946601941747573,0.37702265372168287,0.0,0.0,0.0,0.0,0.0,1
0-19,IMQFactory.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IMQFactory.java,0.14166666666666666,0.008333333333333333,0.03125,0.0,0.00625,0.04802083333333333,0.37083333333333335,0.0,0.0,0.0,0.0,0.0,1
20-39,IMQFactory.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IMQFactory.java,0.12815126050420167,0.0063025210084033615,0.031512605042016806,0.0,0.004201680672268907,0.050641309155241045,0.29096638655462187,0.0,0.0,0.0,0.0,0.0,1
0-19,IMQListener.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IMQListener.java,0.10552763819095477,0.0,0.03015075376884422,0.0,0.010050251256281407,0.04761306532663316,0.22487437185929648,0.0,0.0,0.0,0.0,0.0,1
20-39,IMQListener.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IMQListener.java,0.13358778625954199,0.0,0.04580152671755725,0.0,0.003816793893129771,0.05892175572519084,0.3320610687022901,0.0,0.0,0.0,0.0,0.0,1
0-19,IMQSender.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IMQSender.java,0.1375,0.01,0.0325,0.0,0.01,0.047625,0.3225,0.0,0.0,0.0,0.0,0.0,1
20-39,IMQSender.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IMQSender.java,0.1434878587196468,0.004415011037527594,0.037527593818984545,0.0,0.006622516556291391,0.04790286975717439,0.2737306843267108,0.0,0.0,0.0,0.0,0.0,1
40-59,IMQSender.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IMQSender.java,0.14640198511166252,0.007444168734491315,0.04218362282878412,0.0,0.004962779156327543,0.04764267990074442,0.25806451612903225,0.0,0.0,0.0,0.0,0.0,1
60-79,IMQSender.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IMQSender.java,0.13333333333333333,0.008333333333333333,0.05,0.0,0.0,0.11770833333333333,0.6833333333333333,0.0,0.0,0.0,0.0,0.0,1
0-19,InnerWorkerPool.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\InnerWorkerPool.java,0.06441717791411043,0.0,0.015337423312883436,0.003067484662576687,0.007668711656441718,0.051178559896674206,0.0,0.0,0.0,0.0,0.0,0.0,1
0-19,ITaskDAO.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\ITaskDAO.java,0.11713286713286714,0.0,0.0,0.0,0.0034965034965034965,0.04833916083916084,0.791958041958042,0.0,0.0,0.0,0.0,0.0,1
20-39,ITaskDAO.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\ITaskDAO.java,0.14782608695652175,0.0,0.05652173913043478,0.0,0.0,0.04586956521739131,0.24202898550724636,0.0,0.0,0.0,0.0,0.0,1
40-59,ITaskDAO.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\ITaskDAO.java,0.1450980392156863,0.0,0.0784313725490196,0.0,0.0,0.046274509803921574,0.18627450980392157,0.0,0.0,0.0,0.0,0.0,1
60-79,ITaskDAO.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\ITaskDAO.java,0.1218274111675127,0.0,0.06091370558375635,0.0,0.0,0.06671501087744743,0.38578680203045684,0.0,0.0,0.0,0.0,0.0,1
0-19,IWorker.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IWorker.java,0.11454545454545455,0.0,0.0,0.0,0.005454545454545455,0.04827272727272727,0.8454545454545455,0.0,0.0,0.0,0.0,0.0,1
20-39,IWorker.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IWorker.java,0.13609467455621302,0.0029585798816568047,0.038461538461538464,0.0,0.0029585798816568047,0.04718934911242603,0.26479289940828404,0.0,0.0,0.0,0.0,0.0,1
40-59,IWorker.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IWorker.java,0.11650485436893204,0.003236245954692557,0.06796116504854369,0.0,0.0,0.04692556634304207,0.17313915857605178,0.0,0.0,0.0,0.0,0.0,1
60-79,IWorker.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IWorker.java,0.1415929203539823,0.0,0.07964601769911504,0.0,0.0,0.04579646017699115,0.2286135693215339,0.0,0.0,0.0,0.0,0.0,1
0-19,IWorkerPool.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IWorkerPool.java,0.10588235294117647,0.0,0.0,0.0,0.005042016806722689,0.048403361344537814,0.788235294117647,0.0,0.0,0.0,0.0,0.0,1
20-39,IWorkerPool.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IWorkerPool.java,0.11229946524064172,0.0,0.03208556149732621,0.0,0.00267379679144385,0.047459893048128345,0.1853832442067736,0.0,0.0,0.0,0.0,0.0,1
40-59,IWorkerPool.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IWorkerPool.java,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1
0-19,JMSTest.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\JMSTest.java,0.1092436974789916,0.0,0.0,0.0,0.005042016806722689,0.048403361344537814,0.788235294117647,0.0,0.0,0.0,0.0,0.0,1
20-39,JMSTest.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\JMSTest.java,0.02910958904109589,0.0017123287671232876,0.0,0.0,0.005136986301369863,0.048373287671232876,0.0,0.0,0.0,0.0,0.0,0.0,1
40-59,JMSTest.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\JMSTest.java,0.08114035087719298,0.0021929824561403508,0.03070175438596491,0.008771929824561403,0.0043859649122807015,0.04791666666666667,0.1600877192982456,0.05,0.0,0.0,0.0,0.0,1
60-79,JMSTest.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\JMSTest.java,0.0471311475409836,0.006147540983606557,0.07581967213114754,0.014344262295081968,0.004098360655737705,0.04805327868852459,0.6454918032786885,0.35,0.0,0.0,0.0,0.0,1
